INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
AUSTIN AND IRVING PARK,1163.0,6000 W IRVING PARK ROAD,06/30/2018,1,1135622.402636023,1926014.192063646,41.953163771999996,-87.776842593,"(41.95316377185154, -87.77684259284736)"
HALSTED AND FULLERTON,1701.0,2400 N HALSTED STREET,06/30/2018,3,1170501.602639925,1916200.061550148,41.925540315,-87.64891215600001,"(41.925540315431995, -87.64891215551155)"
AUSTIN AND ADDISON,1491.0,3600 N AUSTIN AVENUE,06/30/2018,2,1135691.599896458,1923335.967306169,41.945813215,-87.776652162,"(41.9458132146695, -87.77665216156436)"
IRVING PARK AND CALIFORNIA,1233.0,2800 W IRVING PARK ROA,06/30/2018,8,,,,,
119TH AND HALSTED,2402.0,11900 S HALSTED,06/30/2018,12,1173094.774616191,1825911.054609338,41.677720829,-87.642051845,"(41.67772082924762, -87.64205184498218)"
VAN BUREN AND WESTERN,2054.0,2400 W VAN BUREN STREE,06/30/2018,12,,,,,
31ST ST AND MARTIN LUTHER KING DRIVE,2121.0,3100 S DR MARTIN L KING,06/30/2018,20,,,,,
WESTERN AND ADDISON,1562.0,3600 N WESTERN AVENUE,06/30/2018,16,1159695.573342728,1923871.086283556,41.94681992,-87.688406662,"(41.94681991986288, -87.68840666206194)"
CICERO AND DIVERSEY,1694.0,4800 W DIVERSEY AVENUE,06/30/2018,5,1143869.848167704,1918226.043989398,41.93164142,-87.746719911,"(41.93164142040689, -87.7467199106462)"
KEDZIE AND 31ST,2132.0,3100 S KEDZIE AVENUE,06/30/2018,8,1155483.167539854,1883867.660503274,41.837132671,-87.704967115,"(41.837132671422296, -87.70496711478727)"
HALSTED AND NORTH,1761.0,1600 N HALSTED STREET,06/30/2018,10,1170678.283433825,1910880.9913975468,41.910940644,-87.64841904299999,"(41.91094064391597, -87.64841904272998)"
CENTRAL AND LAKE,1743.0,5600 W LAKE STREET,06/30/2018,5,1138951.495695032,1902230.5104657332,41.887838735,-87.76518366299999,"(41.887838735330206, -87.76518366338465)"
ASHLAND AND FULLERTON,1651.0,2400 N ASHLAND AVENUE,06/30/2018,10,1165228.0733428379,1916032.319169157,41.92519389,-87.66829436299999,"(41.92519388981048, -87.66829436339881)"
ELSTON AND LAWRENCE,1282.0,4800 N ELSTON AVENUE,06/30/2018,2,1145529.344259918,1931501.6012689832,41.968039361,-87.740283894,"(41.96803936143674, -87.74028389448999)"
SACRAMENTO AND CHICAGO,1812.0,800 N SACRAMENTO AVEN,06/30/2018,6,1156039.008141929,1905193.084100581,41.895640714,-87.70235232799999,"(41.89564071387542, -87.70235232767416)"
CICERO AND 47TH,2204.0,4800 W 47TH ST,06/30/2018,8,1145130.0489257441,1873078.44198302,41.807727017,-87.74322936600001,"(41.80772701677172, -87.74322936566276)"
KEDZIE AND 26TH,2381.0,2600 S KEDZIE AVENUE,06/30/2018,4,1155404.235510285,1886524.460033054,41.844424831,-87.70518545200001,"(41.84442483084393, -87.70518545233183)"
COLUMBUS AND ILLINOIS,1951.0,500 N COLUMBUS DRIVE,06/30/2018,6,1178372.808407292,1903693.06016042,41.891044569,-87.620371839,"(41.891044569124276, -87.620371839074)"
CICERO AND ARMITAGE,2003.0,4800 W ARMITAGE AVENUE,06/30/2018,1,1144054.25126508,1912907.00926109,41.917041992,-87.746176095,"(41.91704199201953, -87.74617609464687)"
WESTERN AND ADDISON,1563.0,2400 W ADDISON,06/30/2018,3,1159719.041544334,1923878.5772757968,41.946839991,-87.688320193,"(41.9468399910054, -87.68832019252964)"
75TH AND STATE,2624.0,1 E 75TH STREET,06/30/2018,21,1177601.72646404,1855229.486604181,41.758074111,-87.624671658,"(41.75807411097799, -87.62467165835182)"
CENTRAL AND LAKE,1742.0,400 N CENTRAL AVENUE,06/30/2018,4,1138928.4782575371,1902217.926149854,41.887804621,-87.765268498,"(41.88780462053497, -87.76526849810371)"
WESTERN AND DEVON,1211.0,6400 N WESTERN AVENUE,06/30/2018,1,1159113.5857594342,1942451.622367891,41.997817807,-87.690033035,"(41.997817807026, -87.69003303469276)"
PULASKI AND BELMONT,1382.0,3200 N PULASKI RD,06/30/2018,3,1149125.621478734,1920994.556178086,41.939138154,-87.72733371,"(41.939138153500274, -87.7273337101426)"
SHERIDAN AND FOSTER,1134.0,1000 W FOSTER AVE,06/30/2018,3,1168689.247756979,1934758.5781416541,41.976505116,-87.655031882,"(41.97650511595711, -87.65503188224778)"
PULASKI AND BELMONT,1383.0,4000 W BELMONT AVE,06/30/2018,2,1149131.866894851,1921018.50498026,41.93920375,-87.72731013399999,"(41.93920374986553, -87.72731013414392)"
PULASKI AND NORTH,1994.0,4000 W NORTH AVENUE,06/30/2018,4,1149456.2688421998,1910376.774019002,41.909995582,-87.72639469299999,"(41.90999558160536, -87.72639469321471)"
PULASKI AND DIVERSEY,1543.0,4000 W DIVERSEY AVENUE,06/30/2018,2,1149206.496130705,1918356.569267582,41.931897723,-87.72710503,"(41.9318977231462, -87.72710503045386)"
ASHLAND AND 87TH,2454.0,1600 W 87TH ST,06/30/2018,9,1167171.941297436,1847064.855345151,41.735898617,-87.663128781,"(41.735898617066006, -87.66312878090133)"
WESTERN AND CHICAGO,1941.0,800 N WESTERN AVE,06/30/2018,2,1160220.9679786079,1905277.507115921,41.895786955,-87.68699058600001,"(41.89578695485361, -87.68699058611217)"
DIVERSEY AND WESTERN,1431.0,2800 N WESTERN AVENUE,06/30/2018,10,1159837.205417355,1918550.506189309,41.932216988,-87.688033281,"(41.93221698794738, -87.68803328089533)"
LARAMIE AND MADISON,2043.0,5200 W MADISON STREET,06/30/2018,6,1141706.965522802,1899567.55684314,41.880480752,-87.75513043299999,"(41.88048075170171, -87.75513043296509)"
KEDZIE AND 71ST,2352.0,7100 S KEDZIE AVENUE,06/30/2018,6,1156225.540366296,1857330.103443232,41.764295037,-87.702957162,"(41.764295036756856, -87.70295716211793)"
WESTERN AND 79TH,2481.0,7900 S WESTERN AVE,06/30/2018,8,1161711.516404028,1852181.6856861182,41.750054934,-87.682992203,"(41.750054933649984, -87.68299220290213)"
LASALLE AND KINZIE,1921.0,400 N LASALLE,06/30/2018,7,1175028.579766798,1903002.552291359,41.889225372,-87.632674115,"(41.88922537162015, -87.63267411498495)"
KIMBALL AND DIVERSEY,1583.0,3400 W DIVERSEY AVENUE,06/30/2018,8,1153211.149172713,1918454.477800566,41.932087747,-87.71238583,"(41.932087747378944, -87.71238582951281)"
AUSTIN AND ADDISON,1493.0,6000 W ADDISON STREET,06/30/2018,1,1135698.173154422,1923360.229527805,41.945879676,-87.776627421,"(41.94587967559099, -87.77662742093737)"
CERMAK AND PULASKI,2334.0,4000 W CERMAK,06/30/2018,10,1150018.4760536659,1889120.238540361,41.851654369,-87.724882975,"(41.85165436867626, -87.7248829753078)"
CENTRAL AND MILWAUKEE,3032.0,5232 N CENTRAL AVE,06/30/2018,2,1137802.482559734,1934544.3605564882,41.976532211,-87.768621661,"(41.976532211352456, -87.76862166095856)"
35TH AND WESTERN,2092.0,3500 S WESTERN,06/30/2018,2,1160894.9498571008,1881376.851112895,41.830187255,-87.685177925,"(41.83018725526863, -87.68517792510231)"
FOSTER AND NAGLE,1034.0,6400 W FOSTER,06/30/2018,2,1132552.893142153,1934229.875527466,41.975762574,-87.787934296,"(41.97576257447203, -87.7879342955108)"
FOSTER AND BROADWAY,1113.0,1200 W FOSTER AVE,06/30/2018,7,1167357.095930752,1934721.3932667768,41.97643192,-87.659931806,"(41.97643192018459, -87.65993180604016)"
DIVISION AND DAMEN,1734.0,2000 W DIVISION,06/30/2018,10,1162815.7108601942,1908034.672555531,41.903298793000005,-87.67738324700001,"(41.903298792681944, -87.67738324739636)"
AUSTIN AND IRVING PARK,1161.0,4000 N AUSTIN AVENUE,06/30/2018,4,1135599.956110927,1926006.8626199858,41.953144059,-87.776925284,"(41.95314405904539, -87.77692528423394)"
WESTERN AND CHICAGO,1943.0,2400 W CHICAGO AVE,06/30/2018,1,1160226.686812944,1905300.904544474,41.895851041,-87.686968935,"(41.895851041123755, -87.68696893468467)"
HAMLIN AND LAKE,1882.0,300 N HAMLIN AVENUE,06/30/2018,5,1150970.026856642,1901381.688308858,41.885282636,-87.721069539,"(41.88528263580913, -87.72106953854511)"
CANAL AND ROOSEVELT,2294.0,500 W ROOSEVELT ROAD,06/30/2018,19,1173290.72186561,1895021.166235495,41.867362693000004,-87.639293195,"(41.867362692616666, -87.63929319464197)"
79TH AND KEDZIE,2443.0,3200 W 79TH ST,06/30/2018,7,1156402.644780165,1852104.6493709842,41.749952001,-87.702448478,"(41.74995200142266, -87.70244847808695)"
PULASKI AND CHICAGO,1982.0,800 N PULASKI ROAD,06/30/2018,2,1149538.444844035,1905079.034990625,41.895456456999995,-87.726230541,"(41.895456456825386, -87.72623054051289)"
STONY ISLAND/CORNELL AND 67TH,2731.0,6700 S CORNELL DRIVE,06/30/2018,19,1188316.454860734,1860851.137456735,41.77325149,-87.58522459999999,"(41.77325148959568, -87.58522459967712)"
CENTRAL AND DIVERSEY,1642.0,2800 N CENTRAL AVENUE,06/30/2018,1,1138516.407377375,1918089.499227987,41.931365551999995,-87.76639652899999,"(41.93136555236339, -87.76639652879172)"
LAFAYETTE AND 87TH,2502.0,8700 S LAFAYETTE AVEN,06/30/2018,23,1177417.493180297,1847243.988223464,41.73616511,-87.62558756899999,"(41.73616511008592, -87.62558756899932)"
WESTERN AND 63RD,2373.0,2400 W 63RD ST,06/30/2018,2,1161444.4157585842,1862848.5347036582,41.779331844,-87.683675761,"(41.77933184429814, -87.68367576084798)"
111TH AND HALSTED,2422.0,11100 S HALSTED ST,06/30/2018,5,1172923.657689312,1831209.0441792482,41.692263123000004,-87.64252268799999,"(41.692263123425136, -87.6425226876268)"
CALIFORNIA AND DEVON,1323.0,2800 W DEVON AVENUE,06/30/2018,6,1156484.528078038,1942377.980662191,41.997669523,-87.699706423,"(41.99766952286052, -87.69970642324591)"
CENTRAL AND CHICAGO,1973.0,5600 W CHICAGO AVENUE,06/30/2018,2,1138858.856732452,1904825.827586656,41.894962293,-87.76546079100001,"(41.89496229349977, -87.76546079122906)"
CICERO AND NORTH,2034.0,4800 W NORTH AVENUE,06/30/2018,4,1144053.7337471629,1910243.80567041,41.90973389,-87.74624497299999,"(41.909733890131285, -87.74624497295898)"
DAMEN AND ELSTON,3072.0,2426 N DAMEN AVE,06/30/2018,6,1162561.16172213,1916207.783017816,41.925731714,-87.678088896,"(41.925731713685686, -87.67808889622799)"
PULASKI AND 79TH,2492.0,7900 S PULASKI ROAD,06/30/2018,3,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.74933900008238, -87.72205209091501)"
ROOSEVELT AND PULASKI,2314.0,4000 W ROOSEVELT ROAD,06/30/2018,2,1149885.032049683,1894449.4640768818,41.866281003000005,-87.72523422,"(41.866281002664536, -87.72523421983905)"
CALIFORNIA AND DEVON,1321.0,6400 N CALIFORNIA AVE,06/30/2018,2,1156461.1502454008,1942370.37710537,41.997649133,-87.699792629,"(41.997649133049336, -87.69979262891378)"
LAKE SHORE DR AND BELMONT,1413.0,400 W BELMONT AVE,06/30/2018,73,1172981.7448693821,1921577.3761288018,41.940241193,-87.63963911399999,"(41.94024119325571, -87.63963911427594)"
WESTERN AND CERMAK,1003.0,2400 W CERMAK ROAD,06/30/2018,1,1160678.000607329,1889375.645335924,41.852141307,-87.68575264200001,"(41.85214130680468, -87.6857526415569)"
KEDZIE AND ARMITAGE,1834.0,3200 W ARMITAGE AVENUE,06/30/2018,4,1154700.851347995,1913153.252187904,41.917511023,-87.707053639,"(41.91751102291878, -87.7070536388797)"
FULLERTON AND NARRAGANSETT,1554.0,6400 W FULLERTON AVENU,06/30/2018,3,1133317.594499059,1915293.661305931,41.923786189,-87.78556720600001,"(41.92378618871128, -87.78556720562165)"
CLARK AND IRVING PARK,1093.0,1300 W IRVING PARK ROAD,06/30/2018,6,1166777.545456989,1926719.73687357,41.954487567,-87.662293496,"(41.95448756687966, -87.66229349585691)"
55TH AND KEDZIE,2162.0,5500 S KEDZIE AVENUE,06/30/2018,2,1155945.854705238,1867941.621374192,41.793420237,-87.70369750799999,"(41.793420236755864, -87.70369750845424)"
ASHLAND AND 87TH,2452.0,8700 S ASHLAND AVE,06/30/2018,4,1167150.470087748,1846991.212339794,41.735696989000004,-87.663209544,"(41.73569698863625, -87.66320954445679)"
55TH and PULASKI,2244.0,4000 W 55TH ST,06/30/2018,4,1150621.6769038609,1867864.274865394,41.793313334000004,-87.72322303799999,"(41.79331333358753, -87.72322303812588)"
PULASKI AND 79TH,2494.0,4000 W 79TH STREET,06/30/2018,2,1151074.116357501,1851966.830243835,41.749679359,-87.721978345,"(41.74967935883473, -87.72197834524168)"
CENTRAL AND DIVERSEY,1644.0,5600 W DIVERSEY AVENUE,06/30/2018,2,1138539.758528398,1918097.096677271,41.931385977,-87.766310532,"(41.93138597683265, -87.76631053155157)"
4700 WESTERN,2141.0,4700 S WESTERN AVENUE,06/30/2018,3,1161120.438879703,1873431.066474726,41.808378408,-87.68457071700001,"(41.808378407946726, -87.68457071689552)"
HALSTED AND DIVISION,1714.0,800 W DIVISION,06/30/2018,9,1170767.827960358,1908259.6441516618,41.903745557,-87.648167011,"(41.90374555734733, -87.64816701062779)"
119TH AND HALSTED,2404.0,800 W 119TH STREET,06/30/2018,4,1173111.174088158,1825985.001014405,41.677923389,-87.641989646,"(41.677923389134385, -87.64198964584013)"
STONEY ISLAND AND 79TH,2464.0,1600 E 79TH ST,06/30/2018,5,1188284.704439907,1852964.829047574,41.751611523,-87.585592284,"(41.75161152327319, -87.58559228428787)"
PULASKI AND ARCHER,2154.0,5000 S ARCHER AVE,06/30/2018,2,1150501.818909837,1871162.311703322,41.802365973,-87.72357676600001,"(41.80236597333895, -87.72357676611004)"
MILWAUKEE AND CENTRAL,3022.0,5232 N MILWAUKEE AVE,06/30/2018,10,1138074.161743901,1934115.431678809,41.975350275,-87.767632985,"(41.97535027477604, -87.76763298459159)"
71ST AND ASHLAND,2391.0,7100 S ASHLAND,06/30/2018,2,1166868.379865725,1857616.168087255,41.764859382,-87.663940176,"(41.764859382425385, -87.66394017630476)"
31ST ST AND MARTIN LUTHER KING DRIVE,2123.0,400 E 31ST STREET,06/30/2018,1,1179437.985396417,1884565.84226022,41.838534018000004,-87.61704611299999,"(41.838534018118914, -87.61704611345726)"
TOUHY AND OSCEOLA,1243.0,7432 W TOUHY AVENUE,06/30/2018,1,1125717.010560011,1947269.685461107,42.011661765,-87.812781431,"(42.01166176507329, -87.81278143114147)"
IRVING PARK AND CALIFORNIA,1234.0,2800 W IRVING PARK ROA,06/30/2018,6,,,,,
KEDZIE AND 71ST,2354.0,3200 W 71ST STREET,06/30/2018,5,1156246.862901455,1857404.014959868,41.764497433,-87.702877023,"(41.76449743256955, -87.70287702335861)"
CICERO AND ADDISON,1612.0,3600 N CICERO AVENUE,06/30/2018,1,1143698.904601495,1923517.005821035,41.946163524,-87.747215169,"(41.94616352362556, -87.74721516897007)"
IRVING PARK AND NARRAGANSETT,1024.0,6400 W IRVING PK,06/30/2018,1,1132945.939118726,1925946.304925137,41.953024751,-87.786683238,"(41.95302475075328, -87.78668323766634)"
BROADWAY/SHERIDAN AND DEVON,1122.0,6400 N SHERIDAN ROAD,06/30/2018,7,1167087.1511941291,1942658.7049886892,41.998217921,-87.660695256,"(41.99821792053241, -87.6606952555721)"
DAMEN AND FULLERTON,1663.0,2000 W FULLERTON AVE,06/30/2018,3,1162596.9355528909,1915990.579747891,41.925134944,-87.677963546,"(41.92513494374925, -87.67796354553815)"
CANAL AND ROOSEVELT,2291.0,1200 S CANAL STREET,06/30/2018,9,1173268.771030949,1894952.6348787318,41.867175125,-87.63937581299999,"(41.86717512472001, -87.63937581258092)"
ASHLAND AND 95TH,2472.0,9500 S ASHLAND AVENUE,06/30/2018,6,1167295.830128711,1841695.121217916,41.721160612,-87.662828139,"(41.72116061205213, -87.66282813939165)"
71ST AND ASHLAND,2394.0,1600 W 71ST,06/30/2018,9,1166890.012333149,1857674.2502246997,41.765018306,-87.66385923,"(41.76501830555763, -87.66385923012646)"
HAMLIN AND LAKE,1881.0,300 N HAMLIN AVENUE,06/30/2018,6,1150970.026856642,1901381.688308858,41.885282636,-87.721069539,"(41.88528263580913, -87.72106953854511)"
CHICAGO AND CLARK,1964.0,100 W CHICAGO AVENUE,06/30/2018,8,1175374.528739575,1905745.47783364,41.896744346999995,-87.63132124799999,"(41.896744346875806, -87.63132124815151)"
CLARK AND FULLERTON,1631.0,2400 N CLARK ST,06/30/2018,2,1172749.562209477,1916238.997132859,41.925597623,-87.64065097299999,"(41.925597623023144, -87.64065097309872)"
LAWRENCE AND CICERO,1041.0,4800 N CICERO AVE,06/30/2018,11,1143464.651785526,1931490.5518832032,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)"
WENTWORTH AND GARFIELD,2261.0,5500 S WENTWORTH AVEN,06/30/2018,22,,,,,
WESTERN AND DEVON,1212.0,6400 N WESTERN AVENUE,06/30/2018,1,1159113.5857594342,1942451.622367891,41.997817807,-87.690033035,"(41.997817807026, -87.69003303469276)"
HARLEM AND BELMONT,1394.0,7200 W BELMONT AVE,06/30/2018,1,1127504.698153561,1920475.4154408441,41.938105479,-87.806809552,"(41.93810547939496, -87.80680955240743)"
55TH AND WESTERN,2212.0,5500 S WESTERN AVE,06/30/2018,6,1161269.521335262,1867963.111601251,41.793370554,-87.684175377,"(41.79337055433029, -87.6841753767592)"
CICERO AND I55,2252.0,4200 S CICERO AVENUE,06/30/2018,5,1145023.742859509,1876358.2768355191,41.816729386999995,-87.74353671200001,"(41.81672938674739, -87.74353671247594)"
PULASKI AND ARMITAGE,1844.0,4000 W ARMITAGE AVENUE,06/30/2018,3,1149375.428872108,1913028.9842731808,41.917275069,-87.726622746,"(41.91727506940875, -87.72662274644799)"
PULASKI AND ARMITAGE,1843.0,4000 W ARMITAGE AVENUE,06/30/2018,5,1149375.428872108,1913028.9842731808,41.917275069,-87.726622746,"(41.91727506940875, -87.72662274644799)"
WESTERN AND CERMAK,1002.0,2200 S WESTERN AVENUE,06/30/2018,9,1160669.42562757,1889318.1968203932,41.85198384,-87.685785704,"(41.85198383957328, -87.68578570420526)"
HALSTED AND 95TH,2582.0,9500 S HALSTED STREET,06/30/2018,4,1172610.538363645,1841811.61926207,41.721365061,-87.643358042,"(41.72136506078306, -87.64335804234075)"
RIDGE AND CLARK,1052.0,5930 N CLARK STREET,06/30/2018,2,1164554.784723473,1939388.5115164418,41.98929863,-87.67010412100001,"(41.98929863013193, -87.67010412112992)"
CENTRAL AND IRVING PARK,1183.0,5600 W IRVING PARK ROAD,06/30/2018,4,1138281.535484986,1926078.647777633,41.953292847,-87.76706570799999,"(41.953292847298, -87.76706570775266)"
CLARK AND FULLERTON,1632.0,2400 N CLARK ST,06/30/2018,1,1172749.562209477,1916238.997132859,41.925597623,-87.64065097299999,"(41.925597623023144, -87.64065097309872)"
ASHLAND AND DIVISION,1793.0,1600 W DIVISION STREET,06/30/2018,3,1165489.684200442,1908112.312963909,41.903455316,-87.66755899399999,"(41.903455316483814, -87.66755899396976)"
99TH AND HALSTED,2431.0,9900 S HALSTED ST,06/30/2018,17,1172689.754200318,1839171.652197216,41.714118868,-87.643145408,"(41.714118868089905, -87.64314540818165)"
LAWRENCE AND WESTERN,1193.0,2400 W LAWRENCE AVENUE,06/30/2018,8,1159482.648570304,1931851.989492596,41.968724349,-87.688968727,"(41.96872434882172, -87.68896872699601)"
35TH AND WESTERN,2091.0,3500 S WESTERN,06/30/2018,6,1160894.9498571008,1881376.851112895,41.830187255,-87.685177925,"(41.83018725526863, -87.68517792510231)"
ASHLAND AND LAWRENCE,1143.0,1600 W LAWRENCE AVENUE,06/30/2018,3,1164771.946929007,1931988.254061312,41.968987457,-87.66951630700001,"(41.96898745654617, -87.66951630654926)"
RIDGE AND CLARK,1051.0,5930 N CLARK STREET,06/30/2018,4,1164554.784723473,1939388.5115164418,41.98929863,-87.67010412100001,"(41.98929863013193, -87.67010412112992)"
ELSTON AND LAWRENCE,1284.0,4440 W LAWRENCE AVENUE,06/30/2018,4,1145715.061027481,1931571.0474838002,41.968226398,-87.739599251,"(41.96822639754791, -87.73959925065756)"
OGDEN AND KOSTNER,2222.0,2348 S KOSTNER AVENUE,06/30/2018,2,1147394.548182079,1887795.1777820818,41.848068845,-87.734547457,"(41.8480688449598, -87.73454745748458)"
KEDZIE AND ARMITAGE,1832.0,2000 N KEDZIE AVENUE,06/30/2018,8,1154684.031809326,1913129.496340896,41.917446172,-87.707116072,"(41.91744617191702, -87.70711607187832)"
ROOSEVELT AND PULASKI,2311.0,1200 S PULASKI ROAD,06/30/2018,5,1149866.0022478641,1894375.839200384,41.866079336999995,-87.725305995,"(41.86607933722178, -87.7253059948758)"
HALSTED AND DIVISION,1711.0,1200 N HALSTED,06/30/2018,8,1170746.639428735,1908242.256010774,41.903698308,-87.648245351,"(41.90369830765008, -87.64824535062563)"
LAKE SHORE DR AND BELMONT,1412.0,3200 N LAKESHORE DRIV,06/30/2018,7,1173053.220555078,1921821.380831705,41.940909163,-87.63936916,"(41.94090916326764, -87.63936915995522)"
CORTLAND AND ASHLAND,1721.0,1900 N ASHLAND AVE,06/30/2018,30,1165348.084854857,1912736.4543355692,41.916147281,-87.66794735399999,"(41.91614728095272, -87.66794735350443)"
KEDZIE AND 26TH,2382.0,2600 S KEDZIE AVENUE,06/30/2018,1,1155404.235510285,1886524.460033054,41.844424831,-87.70518545200001,"(41.84442483084393, -87.70518545233183)"
KIMBALL AND DIVERSEY,1581.0,2800 N KIMBALL AVENUE,06/30/2018,5,,,,,
PULASKI AND FOSTER,1102.0,5200 N PULASKI RD,06/30/2018,3,1148746.251286324,1934286.9143619759,41.97562074,-87.728383135,"(41.97562073966174, -87.72838313514907)"
CORTLAND AND ASHLAND,1723.0,1600 W CORTLAND ST,06/30/2018,7,1165377.660768235,1912768.773647285,41.916235336999996,-87.66783777200001,"(41.91623533746878, -87.66783777212962)"
MICHIGAN AND JACKSON,3043.0,100 E JACKSON BLVD,06/30/2018,9,1177358.4278512679,1899073.064228489,41.878390124,-87.624237311,"(41.87839012377354, -87.62423731128155)"
WESTERN AND MARQUETTE,2672.0,6700 S WESTERN AVENUE,06/30/2018,8,1161488.747635042,1860134.788366884,41.771884028,-87.68358840200001,"(41.77188402771193, -87.68358840206334)"
STATE AND 79TH,2654.0,1 E 79TH STREET,06/30/2018,69,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.75085209551078, -87.62446383210285)"
HARLEM AND BELMONT,1391.0,3200 N HARLEM AVE,06/30/2018,2,1127481.020995451,1920467.613239239,41.938084468,-87.80689674899999,"(41.93808446822169, -87.80689674887883)"
KEDZIE AND 63RD,2361.0,6300 S KEDZIE AVE,06/30/2018,6,1156097.505177228,1862668.0517750932,41.77894575,-87.70328311899999,"(41.77894575017997, -87.70328311900342)"
NORTHWEST HIGHWAY AND FOSTER,3002.0,5200 N NORTHWEST HWY,06/30/2018,2,1137806.147689466,1934042.0344602168,41.975153719,-87.76862036,"(41.975153718866956, -87.76862036015007)"
ELSTON AND ADDISON,1402.0,3600 N ELSTON AVE,06/30/2018,2,1154106.95251778,1923731.0362110808,41.946549165,-87.708952626,"(41.94654916480637, -87.70895262603513)"
MICHIGAN AND JACKSON,3041.0,300 S MICHIGAN AVE,06/30/2018,20,1177299.435435548,1899009.612280663,41.878217345,-87.62445584,"(41.87821734531058, -87.62445584029679)"
JEFFERY AND 95TH,2522.0,9500 S JEFFERY AVE,06/30/2018,2,1191132.420601301,1842335.735988875,41.722375907,-87.575499903,"(41.72237590704101, -87.57549990332795)"
PULASKI AND DIVERSEY,1542.0,2800 N PULASKI ROAD,06/30/2018,4,1149200.724531183,1918332.222549679,41.931831026,-87.72712687299999,"(41.93183102561505, -87.72712687300454)"
CALIFORNIA AND DIVERSEY,1514.0,2800 W DIVERSEY,06/30/2018,27,1157212.54253358,1918526.6744349431,41.932205395,-87.697679244,"(41.93220539506452, -87.6976792438691)"
ROOSEVELT AND KOSTNER,2321.0,1200 S KOSTNER,06/30/2018,7,1147196.304001978,1894305.8832697459,41.865938839,-87.735108549,"(41.8659388389088, -87.73510854901264)"
LARAMIE AND FULLERTON,1421.0,2400 N LARAMIE AVENUE,06/30/2018,2,1141282.877477884,1915479.163971956,41.924151874,-87.756294662,"(41.92415187425276, -87.75629466175003)"
MONTROSE AND WESTERN,1221.0,4400 N WESTERN AVENUE,06/30/2018,15,1159539.733234718,1929183.9180955018,41.961401846,-87.688832623,"(41.961401846278505, -87.6888326227788)"
MICHIGAN AND ONTARIO,3082.0,628 N MICHIGAN AVE,06/30/2018,19,1177278.716938521,1904554.133997858,41.893432274,-87.624363719,"(41.893432274200684, -87.62436371928398)"
LARAMIE AND MADISON,2044.0,5200 W MADISON STREET,06/30/2018,11,1141706.965522802,1899567.55684314,41.880480752,-87.75513043299999,"(41.88048075170171, -87.75513043296509)"
MILWAUKEE AND MONTROSE,1362.0,4400 N MILWAUKEE AVEN,06/30/2018,2,1141643.943268783,1928770.256316239,41.96061723,-87.75463824,"(41.9606172296957, -87.75463824007085)"
ROOSEVELT AND KOSTNER,2323.0,4400 W ROOSEVELT,06/30/2018,14,1147200.963258796,1894379.538078088,41.866140868,-87.73508956,"(41.866140867641654, -87.73508956008207)"
MILWAUKEE AND MONTROSE,1364.0,5075 W MONTROSE AVENUE,06/30/2018,1,1141716.746618898,1928736.076639057,41.960522088000005,-87.754371424,"(41.96052208819935, -87.75437142402293)"
LAWRENCE AND WESTERN,1192.0,4800 N WESTERN AVENUE,06/30/2018,7,1159459.622430471,1931821.342623414,41.968640727,-87.68905424100001,"(41.96864072747715, -87.6890542408374)"
BELMONT AND KEDZIE,1371.0,3200 N KEDZIE AVENUE,06/30/2018,2,1154426.977874407,1921110.4665495418,41.93935173,-87.707846594,"(41.93935173030961, -87.70784659359776)"
HALSTED AND FULLERTON,1704.0,800 W FULLERTON AVENUE,06/30/2018,5,1170525.624723311,1916208.4439927782,41.925562791,-87.648823641,"(41.92556279107417, -87.64882364145232)"
COTTAGE GROVE AND 71ST,2572.0,7100 S COTTAGE GROVE,06/30/2018,3,1182746.23698699,1858088.011064538,41.765800350999996,-87.605729127,"(41.76580035131893, -87.6057291269901)"
STONY ISLAND/CORNELL AND 67TH,2721.0,6700 S STONY ISLAND A,06/30/2018,15,1187984.143047539,1860863.338367666,41.773292896,-87.586442368,"(41.77329289585066, -87.58644236831432)"
CICERO AND CHICAGO,1783.0,4800 W CHICAGO AVENUE,06/30/2018,2,1144175.291152764,1904916.2552252791,41.895112219,-87.74593242700001,"(41.89511221857764, -87.74593242701515)"
FOSTER AND NORTHWEST HIGHWAY,3003.0,5616 W FOSTER AVE,06/30/2018,7,1137626.093281239,1934273.239128334,41.97579142,-87.769276893,"(41.975791419680704, -87.76927689293382)"
DAMEN AND 63RD,2702.0,6300 S DAMEN AVENUE,06/30/2018,4,1164069.4079432979,1862830.277442834,41.779226920999996,-87.674052731,"(41.77922692069256, -87.67405273137854)"
IRVING PARK AND LARAMIE,1533.0,5200 W IRVING PARK ROA,06/30/2018,6,,,,,
CALIFORNIA AND DIVERSEY,1513.0,2800 W DIVERSEY,06/30/2018,8,1157212.54253358,1918526.6744349431,41.932205395,-87.697679244,"(41.93220539506452, -87.6976792438691)"
IRVING PARK AND KILPATRICK,2763.0,4700 W IRVING PARK ROA,06/30/2018,6,,,,,
